"record_nbr","pay_year","fms_dept","fms_department_title","job_class_pgrade","job_title","employment_type","job_status","mou","mou_title","regular_pay","overtime_pay","all_other_pay","total_pay","city_retirement_contributions","benefit_pay","gender","ethnicity"
"3030363833","2018","40","GENERAL SERVICES","1839-0","PRINCIPAL STOREKEEPER","FULL_TIME","NOT_ACTIVE","12","SUPERVISORY BLUE COLLAR","96596","0","2441.06","99037.06","28650.3736","19731.84","MALE","BLACK"
"303036383533","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","12431.08","0","1391.85","13822.93","0","5102.72","FEMALE","HISPANIC"
"3030363836","2018","82","PUBLIC WORKS - SANITATION","4110-2","WASTEWATER COLLECTION WORKER II","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","354.61","354.61","0","0","MALE","BLACK"
"303036383733","2018","88","RECREATION AND PARKS","0710-C","THEATER TECHNICIAN C","PART_TIME","ACTIVE","00","NON-REPRESENTED","13394","0","0","13394","0","0","MALE","CAUCASIAN"
"3030363933","2018","82","PUBLIC WORKS - SANITATION","3580-2","REFUSE COLLECTION TRUCK OPERATOR II","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","77214.14","11193.36","2863.28","91270.78","22901.713924","17155.2","MALE","CAUCASIAN"
"3030363935","2018","42","HARBOR","1368-0","SENIOR ADMINISTRATIVE CLERK","FULL_TIME","ACTIVE","03","CLERICAL","54490.72","8241.37","192.05","62924.14","16161.947552","12788.62","FEMALE","HISPANIC"
"303036393733","2018","88","RECREATION AND PARKS","2435-0","RECREATION AIDE","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","1788","0","0","1788","0","0","FEMALE","OTHER"
"303036393733","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","1351.34","0","0","1351.34","0","0","FEMALE","OTHER"
"303036393833","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","16595.16","0","100","16695.16","0","956.76","MALE","HISPANIC"
"303037303031","2018","70","POLICE","1627-3","POLICE PERFORMANCE AUDITOR III","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","109658.88","0","3923.62","113582.5","32524.823808","12887.5","FEMALE","ASIAN"
"303037303033","2018","4","AIRPORTS","3225-3","AIRPORT POLICE OFFICER III","FULL_TIME","ACTIVE","30","LOS ANGELES AIRPORT PEACE OFFICERS","110680","3051.38","2562.33","116293.71","32827.688","17823.36","MALE","BLACK"
"3030373032","2018","70","POLICE","3183-3","MUNICIPAL POLICE OFFICER III","FULL_TIME","ACTIVE","28","LOS ANGELES GENERAL SERVICES POLICE OFFICERS","98745.76","53012.66","5852.76","157611.18","29287.992416","647.52","MALE","HISPANIC"
"3030373033","2018","44","LIBRARY","1172-1","LIBRARY ASSISTANT I","FULL_TIME","NOT_ACTIVE","03","CLERICAL","0","0","252.46","252.46","0","0","FEMALE","BLACK"
"3030373035","2018","70","POLICE","3712-5","SENIOR EQUIPMENT MECHANIC","FULL_TIME","NOT_ACTIVE","14","SERVICE AND CRAFT","85136","0","3182.05","88318.05","25251.3376","16461.12","MALE","CAUCASIAN"
"3030373036","2018","4","AIRPORTS","1431-5","PROGRAMMER ANALYST V","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","127361.6","9342.56","53994.33","190698.49","37775.45056","17489.04","MALE","FILIPINO"
"303037303733","2018","4","AIRPORTS","3799-0","ELECTRICAL CRAFT HELPER","FULL_TIME","NOT_ACTIVE","02","BUILDING TRADES","65218.62","2347.23","1958.31","69524.16","19343.842692","16794.96","MALE","AMERICAN INDIAN"
"303037303833","2018","12","CITY ATTORNEY","0586-0","LEGAL CLERK II","FULL_TIME","NOT_ACTIVE","03","CLERICAL","40667.2","0","40","40707.2","12061.89152","12402.48","FEMALE","ASIAN"
"303037303933","2018","46","MAYOR","0143-0","MAYORAL AIDE III","FULL_TIME","NOT_ACTIVE","00","NON-REPRESENTED","46910.72","0","150","47060.72","13913.719552","9531.48","FEMALE","CAUCASIAN"
"303037303933","2018","46","MAYOR","0144-0","MAYORAL AIDE IV","FULL_TIME","NOT_ACTIVE","00","NON-REPRESENTED","7277.84","0","50","7327.84","2158.607344","1361.64","FEMALE","CAUCASIAN"
"3030373039","2018","94","TRANSPORTATION","3180-2","CROSSING GUARD","PART_TIME","NOT_ACTIVE","34","CROSSING GUARDS","9831.6","0","3222","13053.6","0","7339.84","MALE","HISPANIC"
"303037313031","2018","70","POLICE","1596-0","SYSTEMS ANALYST","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","78166.8","0","713.29","78880.09","23184.27288","13860.24","FEMALE","BLACK"
"3030373131","2018","70","POLICE","2227-1","POLICE SERGEANT I","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","144533","39616.85","4332.13","188481.98","67713.7105","17603.1","MALE","CAUCASIAN"
"3030373132","2018","70","POLICE","2227-1","POLICE SERGEANT I","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","23967.2","44962.23","58932.11","127861.54","11228.6332","2225.72","MALE","CAUCASIAN"
"303037313433","2018","40","GENERAL SERVICES","3742-0","HELICOPTER MECHANIC","FULL_TIME","NOT_ACTIVE","14","SERVICE AND CRAFT","100761.9","1092.22","1150","103004.12","29885.97954","19731.84","MALE","HISPANIC"
"303037313733","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","10333.76","0","0","10333.76","0","0","FEMALE","HISPANIC"
"3030373139","2018","66","PERSONNEL","0704-0","PROCTOR","PART_TIME","ACTIVE","00","NON-REPRESENTED","4613.64","0","0","4613.64","0","0","FEMALE","CAUCASIAN"
"3030373232","2018","70","POLICE","2223-2","POLICE DETECTIVE II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","127113.76","0","1977.22","129090.98","59552.79656","17886","FEMALE","HISPANIC"
"3030373233","2018","70","POLICE","2227-2","POLICE SERGEANT II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","119624","3744.28","4620.04","127988.32","56043.844","17117","MALE","CAUCASIAN"
"3030373235","2018","70","POLICE","2209-1","SENIOR POLICE SERVICE REPRESENTATIVE I","FULL_TIME","ACTIVE","20","SUPERVISORY ADMINISTRATIVE","116770.38","8982.86","3485.49","129238.73","34634.094708","6920.16","FEMALE","BLACK"
"3030373236","2018","82","PUBLIC WORKS - SANITATION","2330-0","INDUSTRIAL HYGIENIST","FULL_TIME","NOT_ACTIVE","17","SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC","124854.4","0","384.95","125239.35","37031.81504","19398","FEMALE","HISPANIC"
"3030373237","2018","88","RECREATION AND PARKS","3141-0","GARDENER CARETAKER","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","71.65","71.65","0","0","MALE","HISPANIC"
"303037323832","2018","94","TRANSPORTATION","3421-1","TRAFFIC PAINTER AND SIGN POSTER I","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","20.21","20.21","0","0","MALE","HISPANIC"
"303037333031","2018","30","CULTURAL AFFAIRS","2455-1","ARTS MANAGER I","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","79826.4","0","0","79826.4","23676.51024","11226.96","FEMALE","ASIAN"
"3030373332","2018","66","PERSONNEL","1129-0","PERSONNEL RECORDS SUPERVISOR","FULL_TIME","ACTIVE","20","SUPERVISORY ADMINISTRATIVE","67393.67","2083.05","1437.13","70913.85","19988.962522","535.2","FEMALE","HISPANIC"
"3030373333","2018","88","RECREATION AND PARKS","3141-0","GARDENER CARETAKER","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","57643.2","3939.2","704.29","62286.69","17096.97312","16461.12","MALE","BLACK"
"3030373334","2018","94","TRANSPORTATION","3214-2","TRAFFIC OFFICER II","FULL_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","0","0","15.07","15.07","0","0","FEMALE","BLACK"
"303037333633","2018","94","TRANSPORTATION","3214-2","TRAFFIC OFFICER II","FULL_TIME","ACTIVE","18","SAFETY / SECURITY","59829.47","22618.82","1570","84018.29","17745.420802","7968.72","MALE","BLACK"
"303037333833","2018","44","LIBRARY","1358-0","ADMINISTRATIVE CLERK","PART_TIME","ACTIVE","03","CLERICAL","2684.93","0","0","2684.93","0","0","FEMALE","HISPANIC"
"3030373432","2018","70","POLICE","2223-2","POLICE DETECTIVE II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","139325.18","32919.02","4080.96","176325.16","65273.84683","17888","MALE","HISPANIC"
"3030373433","2018","38","FIRE","2142-2","FIRE CAPTAIN II","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","148722.2","53027.75","1326","203075.95","69676.3507","17942","MALE","HISPANIC"
"3030373434","2018","12","CITY ATTORNEY","0598-0","ASSISTANT CITY ATTORNEY","FULL_TIME","ACTIVE","29","DEPUTY CITY ATTORNEYS","230891.2","0","856.84","231748.04","68482.32992","11226.96","FEMALE","ASIAN"
"303037343533","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","99260.63","8734.11","1593","109587.74","46503.605155","7537.11","FEMALE","OTHER"
"3030373435","2018","70","POLICE","2207-1","POLICE SERVICE REPRESENTATIVE I","FULL_TIME","NOT_ACTIVE","03","CLERICAL","16412","1191.36","0","17603.36","4867.7992","3100.62","FEMALE","BLACK"
"3030373435","2018","70","POLICE","2207-2","POLICE SERVICE REPRESENTATIVE II","FULL_TIME","ACTIVE","03","CLERICAL","49600.64","3493.29","0","53093.93","14711.549824","9301.86","FEMALE","BLACK"
"303037343633","2018","88","RECREATION AND PARKS","1131-1","SWIMMING POOL CLERK I","PART_TIME","ACTIVE","03","CLERICAL","17533.9","209.07","248.75","17991.72","0","7264.17","FEMALE","CAUCASIAN"
"303037343832","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","FULL_TIME","ACTIVE","15","SERVICE EMPLOYEES","39943.42","5270.91","1869.29","47083.62","11290.559492","18892.06","MALE","BLACK"
"303037343833","2018","4","AIRPORTS","3181-0","SECURITY OFFICER","FULL_TIME","ACTIVE","18","SAFETY / SECURITY","44626.17","30706.82","1792.35","77125.34","13236.122022","17489.04","MALE","HISPANIC"
"303037343933","2018","70","POLICE","2207-1","POLICE SERVICE REPRESENTATIVE I","FULL_TIME","NOT_ACTIVE","03","CLERICAL","42374.22","0","0","42374.22","12568.193652","6309.86","FEMALE","HISPANIC"
"303037353031","2018","84","PUBLIC WORKS - STREET LIGHTING","3799-0","ELECTRICAL CRAFT HELPER","PER_EVENT","NOT_ACTIVE","02","BUILDING TRADES","0","0","15.83","15.83","0","0","MALE","CAUCASIAN"
"3030373531","2018","82","PUBLIC WORKS - SANITATION","1368-0","SENIOR ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","0","0","131.56","131.56","0","0","FEMALE","BLACK"
"3030373533","2018","47","NEIGHBORHOOD EMPOWERMENT","9171-2","SENIOR MANAGEMENT ANALYST II","PART_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","0","0","553.04","553.04","0","0","FEMALE","CAUCASIAN"
"3030373535","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","108194.2","53413.95","1326","162934.15","50688.9827","17882.7","MALE","HISPANIC"
"303037353832","2018","82","PUBLIC WORKS - SANITATION","3580-2","REFUSE COLLECTION TRUCK OPERATOR II","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","77009.6","20611.22","1120","98740.82","22841.04736","19731.84","MALE","CAUCASIAN"
"303037353833","2018","88","RECREATION AND PARKS","2413-0","POOL LIFEGUARD","PART_TIME","ACTIVE","18","SAFETY / SECURITY","5828.58","0","0","5828.58","0","0","MALE","HISPANIC"
"3030373538","2018","40","GENERAL SERVICES","0899-A","LABORER - GROUP I","PART_TIME","ACTIVE","35","CRAFT WORKERS/ HIRING HALL","57402.19","822.71","9039.59","67264.49","0","0","MALE","OTHER"
"303037353933","2018","12","CITY ATTORNEY","0596-0","DEPUTY CITY ATTORNEY III","FULL_TIME","ACTIVE","29","DEPUTY CITY ATTORNEYS","103080","0","0","103080","30573.528","3171.74","FEMALE","CAUCASIAN"
"303037363031","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","108144","13392.94","1525","123061.94","50665.464","17886","MALE","HISPANIC"
"3030373633","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","112416","0","3250.73","115666.73","52666.896","12304.73","FEMALE","CAUCASIAN"
"303037373133","2018","4","AIRPORTS","3225-1","AIRPORT POLICE OFFICER I","FULL_TIME","NOT_ACTIVE","30","LOS ANGELES AIRPORT PEACE OFFICERS","0","0","37.19","37.19","0","0","MALE","FILIPINO"
"3030373733","2018","70","POLICE","2227-1","POLICE SERGEANT I","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","122787.79","1127.01","1705","125619.8","57526.079615","17886","FEMALE","CAUCASIAN"
"303037373433","2018","70","POLICE","2234-2","CRIMINALIST II","FULL_TIME","ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","116487.06","14195.08","179.2","130861.34","34550.061996","7654.08","FEMALE","OTHER"
"3030373734","2018","88","RECREATION AND PARKS","1702-1","EMERGENCY MANAGEMENT COORDINATOR I","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","53175.2","5884.15","2940.78","62000.13","15771.76432","11139.6","FEMALE","HISPANIC"
"3030373734","2018","88","RECREATION AND PARKS","1702-2","EMERGENCY MANAGEMENT COORDINATOR II","FULL_TIME","ACTIVE","20","SUPERVISORY ADMINISTRATIVE","39272","0","190.66","39462.66","11648.0752","6683.76","FEMALE","HISPANIC"
"3030373737","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","50367.52","0","1155.57","51523.09","14939.006432","13967.36","FEMALE","HISPANIC"
"303037373733","2018","84","PUBLIC WORKS - STREET LIGHTING","3799-0","ELECTRICAL CRAFT HELPER","FULL_TIME","NOT_ACTIVE","02","BUILDING TRADES","0","0","1108.43","1108.43","0","0","MALE","CAUCASIAN"
"3030373834","2018","12","CITY ATTORNEY","0581-0","LEGAL SECRETARY II","FULL_TIME","ACTIVE","03","CLERICAL","69694.4","0","720.89","70415.29","20671.35904","19731.84","MALE","BLACK"
"303037383533","2018","74","PUBLIC WORKS - BOARD OF PUBLIC WORKS","0114-0","MEMBER BOARD OF PUBLIC WORKS","FULL_TIME","NOT_ACTIVE","00","NON-REPRESENTED","157819.2","0","332.91","158152.11","46809.17472","11226.96","MALE","CAUCASIAN"
"3030373835","2018","70","POLICE","1368-0","SENIOR ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","0","0","29.12","29.12","0","0","FEMALE","BLACK"
"3030373837","2018","40","GENERAL SERVICES","3157-1","SENIOR CUSTODIAN I","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","0","0","154.92","154.92","0","0","MALE","BLACK"
"3030373838","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","110001.19","27544.74","1525","139070.93","51535.557515","15813.74","MALE","CAUCASIAN"
"303037383932","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","104287.49","14677.27","2189.2","121153.96","48858.689065","16095.18","MALE","HISPANIC"
"303037393133","2018","70","POLICE","9184-0","MANAGEMENT ANALYST","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","83935.2","0","163.35","84098.55","24895.18032","17489.52","MALE","HISPANIC"
"3030373931","2018","38","FIRE","1597-2","SENIOR SYSTEMS ANALYST II","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","0","0","693.47","693.47","0","0","MALE","FILIPINO"
"3030373933","2018","70","POLICE","9184-0","MANAGEMENT ANALYST","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","102417.82","0","492.72","102910.54","30377.125412","7215.6","FEMALE","HISPANIC"
"3030373934","2018","86","PUBLIC WORKS - STREET SERVICES","3525-0","EQUIPMENT OPERATOR","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","75661.32","13686.13","1111.94","90459.39","22441.147512","16794.96","MALE","HISPANIC"
"303037393533","2018","82","PUBLIC WORKS - SANITATION","7871-2","ENVIRONMENTAL ENGINEERING ASSOCIATE II","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","19132","0","675","19807","5674.5512","1331.32","MALE","HISPANIC"
"303037393533","2018","82","PUBLIC WORKS - SANITATION","7871-3","ENVIRONMENTAL ENGINEERING ASSOCIATE III","FULL_TIME","ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","90676","287.12","-135","90828.12","26894.5016","6656.6","MALE","HISPANIC"
"3030373935","2018","38","FIRE","1116-0","SECRETARY","FULL_TIME","ACTIVE","03","CLERICAL","70496","0","223.5","70719.5","20909.1136","19731.84","FEMALE","HISPANIC"
"303037393633","2018","88","RECREATION AND PARKS","0834-0","PARK ACTIVITY MONITOR","PART_TIME","ACTIVE","03","CLERICAL","16806.97","0","367.02","17173.99","0","6711.36","FEMALE","BLACK"
"3030373936","2018","82","PUBLIC WORKS - SANITATION","7871-2","ENVIRONMENTAL ENGINEERING ASSOCIATE II","FULL_TIME","ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","107708.8","681.75","61.36","108451.91","31946.43008","19731.84","MALE","FILIPINO"
"303037393733","2018","88","RECREATION AND PARKS","2499-A","RECREATION INSTRUCTOR","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","5272.32","0","0","5272.32","0","0","MALE","ASIAN"
"303037393733","2018","88","RECREATION AND PARKS","2499-B","RECREATION INSTRUCTOR","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","14841.52","0","0","14841.52","0","0","MALE","ASIAN"
"3030373937","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","96609.52","19924.18","1525","118058.7","37070.79336","16095.18","FEMALE","HISPANIC"
"303037393833","2018","88","RECREATION AND PARKS","2418-1","ASSISTANT PARK SERVICES ATTENDANT I","PART_TIME","ACTIVE","03","CLERICAL","13040.3","0","0","13040.3","0","0","MALE","OTHER"
"303037393933","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","4292.16","0","0","4292.16","0","0","MALE","OTHER"
"3030373939","2018","88","RECREATION AND PARKS","1358-0","ADMINISTRATIVE CLERK","PART_TIME","ACTIVE","03","CLERICAL","20264.02","0","0","20264.02","0","7767.6","FEMALE","HISPANIC"
"303038303031","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","105879.08","40612.17","1525","148016.25","49604.34898","15406.27","MALE","HISPANIC"
"303038303031","2018","70","POLICE","2227-1","POLICE SERGEANT I","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","4294.4","120.78","0","4415.18","2011.9264","690.91","MALE","HISPANIC"
"3030383032","2018","88","RECREATION AND PARKS","1358-0","ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","49151.52","0","264.63","49416.15","14578.340832","15192.48","FEMALE","CAUCASIAN"
"303038303332","2018","66","PERSONNEL","2325-0","ADVANCE PRACTICE PROVIDER","PART_TIME","NOT_ACTIVE","10","PROFESSIONAL MEDICAL","0","0","0","0","0","0","FEMALE","BLACK"
"303038303332","2018","66","PERSONNEL","2325-2","ADVANCE PRACTICE PROVIDER CORRECTIONAL CARE II","PART_TIME","NOT_ACTIVE","10","PROFESSIONAL MEDICAL","27057.54","0","0","27057.54","0","0","FEMALE","BLACK"
"3030383033","2018","70","POLICE","1835-2","STOREKEEPER II","FULL_TIME","NOT_ACTIVE","14","SERVICE AND CRAFT","0","0","266.54","266.54","0","0","MALE","CAUCASIAN"
"3030383034","2018","4","AIRPORTS","3843-A","INSTRUMENT MECHANIC - AIRPORT","FULL_TIME","NOT_ACTIVE","09","PLANT EQUIPMENT OPERATION AND REPAIR","70842.9","2059.29","10214.65","83116.84","21012.00414","11196.64","MALE","CAUCASIAN"
"3030383036","2018","28","COUNCIL","0191-0","LEGISLATIVE ANALYST I","PER_EVENT","NOT_ACTIVE","00","NON-REPRESENTED","0","0","94.99","94.99","0","0","MALE","FILIPINO"
"303038303833","2018","4","AIRPORTS","3149-A","CUSTODIAL SERVICES ASSISTANT - AIRPORTS","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","17398.94","1165.59","515","19079.53","5160.525604","6466","MALE","HISPANIC"
"303038303833","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","FULL_TIME","ACTIVE","15","SERVICE EMPLOYEES","30600.84","1986.82","618.8","33206.46","9076.209144","12932","MALE","HISPANIC"
"3030383038","2018","78","PUBLIC WORKS - ENGINEERING","7246-2","CIVIL ENGINEERING ASSOCIATE II","PER_EVENT","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","0","0","28.28","28.28","0","0","MALE","BLACK"
"303038303933","2018","82","PUBLIC WORKS - SANITATION","7213-0","GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST","FULL_TIME","ACTIVE","21","TECHNICAL","68979.92","0","0","68979.92","20459.444272","6951.75","MALE","FILIPINO"
"303038313033","2018","44","LIBRARY","6152-2","LIBRARIAN II","FULL_TIME","ACTIVE","06","LIBRARIANS","86863.59","0","396.07","87259.66","25763.740794","14070.72","FEMALE","CAUCASIAN"
"3030383133","2018","70","POLICE","2223-3","POLICE DETECTIVE III","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","135610.4","6579.51","1645","143834.91","63533.4724","17886","FEMALE","HISPANIC"
"3030383135","2018","94","TRANSPORTATION","3218-2","SENIOR TRAFFIC SUPERVISOR II","FULL_TIME","ACTIVE","12","SUPERVISORY BLUE COLLAR","85842.67","36830.4","2926.2","125599.27","25460.935922","7987.92","FEMALE","BLACK"
"303038313733","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","3760.6","0","104.25","3864.85","0","0","FEMALE","HISPANIC"
"3030383137","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","14294.04","0","317.87","14611.91","0","7767.6","MALE","HISPANIC"
"303038313833","2018","4","AIRPORTS","7268-1","AIRPORT SUPERINTENDENT OF OPERATIONS I","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","62710.4","20726.33","3308.84","86745.57","18599.90464","6920.16","MALE","HISPANIC"
"3030383139","2018","39","OFFICE OF FINANCE","1223-0","ACCOUNTING CLERK","FULL_TIME","ACTIVE","03","CLERICAL","52503.71","0","20.74","52524.45","15572.600386","19731.84","MALE","ASIAN"
"3030383232","2018","88","RECREATION AND PARKS","2446-1","SENIOR RECREATION DIRECTOR I","FULL_TIME","NOT_ACTIVE","11","RECREATIONAL","81155.87","3227.9","3419.77","87803.54","24070.831042","7987.92","FEMALE","BLACK"
"3030383233","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","0","0","142.08","142.08","0","0","MALE","CAUCASIAN"
"3030383235","2018","88","RECREATION AND PARKS","2490-2","CHILD CARE ASSOCIATE II","FULL_TIME","NOT_ACTIVE","11","RECREATIONAL","0","0","455.97","455.97","0","0","FEMALE","HISPANIC"
"3030383237","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","101491.76","31748.08","1525","134764.84","47548.88956","7535.11","MALE","HISPANIC"
"303038333031","2018","70","POLICE","1368-0","SENIOR ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","0","0","30.64","30.64","0","0","FEMALE","HISPANIC"
"303038333233","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","105490.1","19106.19","1525","126121.29","49422.11185","12304.73","FEMALE","HISPANIC"
"3030383332","2018","70","POLICE","2209-2","SENIOR POLICE SERVICE REPRESENTATIVE II","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","0","0","476.6","476.6","0","0","MALE","CAUCASIAN"
"303038333333","2018","4","AIRPORTS","7268-2","AIRPORT SUPERINTENDENT OF OPERATIONS II","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","3552","0","125","3677","1053.5232","738.53","FEMALE","CAUCASIAN"
"303038333333","2018","4","AIRPORTS","7268-3","AIRPORT SUPERINTENDENT OF OPERATIONS III","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","95299.2","0","3207.62","98506.82","28265.74272","16986.19","FEMALE","CAUCASIAN"
"3030383336","2018","88","RECREATION AND PARKS","3141-0","GARDENER CARETAKER","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","52719.98","0","200","52919.98","15636.746068","7987.92","FEMALE","BLACK"
"303038343333","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","99808.01","8100.51","1525","109433.52","46760.052685","12304.73","FEMALE","HISPANIC"
"3030383434","2018","8","BUILDING AND SAFETY","7554-2","MECHANICAL ENGINEERING ASSOCIATE II","FULL_TIME","ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","107708.8","16459.33","1397.09","125565.22","31946.43008","17489.04","MALE","CAUCASIAN"
"303038343633","2018","88","RECREATION AND PARKS","0844-0","LOCKER ROOM ATTENDANT","PART_TIME","ACTIVE","03","CLERICAL","7724.8","99.04","0","7823.84","0","0","MALE","HISPANIC"
"303038343733","2018","8","BUILDING AND SAFETY","1358-0","ADMINISTRATIVE CLERK","PART_TIME","NOT_ACTIVE","03","CLERICAL","19419.78","0","0","19419.78","0","0","FEMALE","ASIAN"
"303038343733","2018","76","PUBLIC WORKS - CONTRACT ADMINISTRATION","1539-0","MANAGEMENT ASSISTANT","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","3824","0","0","3824","1134.1984","0","FEMALE","ASIAN"
